,subscriber,income,healthcare,quality childcare,education,affordable housing,children health insurance,# of children younger than 8,employment,children relationship score
16908,ef06ff84-b554-4860-82ff-2b0ab7f90644,,,,,,Private (through parent/caregiver),,,
16909,ef08430f-538c-4f7f-89c0-3bb3b0ed161c,,,,,,,,,
16910,ef0a7773-d1f9-488e-996b-e67511ffae4b,,,,,,,,,
16911,ef0ab22c-db3a-42ac-838e-b3faebe71744,,,,,,Private (through parent/caregiver),,,
16912,ef0ac7d8-b5ff-4a58-9691-99a2a10f1693,,,,,,Medicaid or CHIP,,,
16913,ef0b138b-3b99-4069-a081-1ad2956d02c3,,,,,,Private (through parent/caregiver),,,
16914,ef0c0a48-4296-4dfe-90be-e5cf346c8ded,,,,,,,,,
16915,ef0ea644-3ecc-4123-8500-df36fc70ec75,"Over $75,000",Yes,Yes,,No,Private (through parent/caregiver),2,Employed full-time outside of the home,55.0
16916,ef10907a-3715-4df9-8df6-f2404c3d1372,,,,,,Don't Know,,,
16917,ef138bad-720c-411d-803d-223488560477,,,,,,Medicaid or CHIP,,,
16918,ef138d8b-0fb2-4e12-b604-90a864af11f9,,,,,,,,,
16919,ef14a250-b3d0-4f00-882b-c1473bd7c5e6,,,,,,Don't Know,,,
16920,ef151f5d-4191-4fce-beca-91094d3a1b17,,,,,,Private (through parent/caregiver),,,
16921,ef168f94-c29f-4a78-9500-0be83c6d6e27,,,,,,Private (through parent/caregiver),,,
16922,ef2863b6-7dfe-4075-be35-67b2314136d4,,,,,,Medicaid or CHIP,,,
16923,ef2f2968-61da-45ca-8616-57d2fc9b1f6d,,,,,,Private (through parent/caregiver),,,
16924,ef301efa-bf46-4bf3-ab9a-fec348868283,,,,,,Private (through parent/caregiver),,,
16925,ef30ec44-87a6-4696-b44a-dbceb822cfec,,,,,,Medicaid or CHIP,,,
16926,ef332c2e-c42b-4258-ad03-05366cad07ef,,,,,,,,,
16927,ef347d92-6bd4-495a-80f0-2186acb46c46,,,,,,Private (through parent/caregiver),,,
16928,ef35ff32-808a-45ed-8f7c-4a27ead20f53,,,,,,Private (through parent/caregiver),,,
16929,ef3aeca8-cd73-41af-87c1-6c4c2c7a44c6,,,,,,Medicaid or CHIP,,,
16930,ef434c0b-16b1-4b15-9ebd-eb5049a3244c,,,,,,Private (through parent/caregiver),,,
16931,ef472bd3-b40c-4452-9ceb-42bfaccb787f,,,,,,,,,
16932,ef4976c3-9149-491a-8064-1764f74bd110,,,,,,,,,
16933,ef554b15-5889-44f5-87da-7ab5963e9bc3,,,,,,Private (through parent/caregiver),,,
16934,ef5abd75-b636-4579-a7de-894bcc8efb48,,,,,,Medicaid or CHIP,,,
16935,ef5f9214-c418-4d50-9b4e-81ff4a93da6f,,,,,,Private (through parent/caregiver),,,
16936,ef66b17c-ece0-4ac1-98dc-0b6b2f82fcdc,,,,,,Medicaid or CHIP,,,
16937,ef6d5937-e662-461b-ad81-630fe3256b1a,,,,,,Private (through parent/caregiver),,,
16938,ef71f1cf-72bd-4995-90f3-d63eddb6aca4,,,,,,Private (through parent/caregiver),,,
16939,ef72ec9c-85c0-4792-aa3a-7bc2e0d11b33,,,,,,Medicaid or CHIP,,,
16940,ef760987-0af8-4909-a506-2341e38d3058,,,,,,Medicaid or CHIP,,,
16941,ef7d2100-2e3d-4dad-a998-91f12bae0ceb,,,,,,Private (through parent/caregiver),,,74.0
16942,ef7f90b6-04a2-4ad2-9437-85a2a8c33264,,,,,,Medicaid or CHIP,,,
16943,ef85ab1c-faeb-490f-af68-eeb22df2a180,,,,,,Private (through parent/caregiver),,,
16944,ef88dc70-2a81-4b7a-bded-caeb7de00f90,,,,,,Medicaid or CHIP,,,
16945,ef891362-6194-410c-8205-fc26595851f3,,,,,,,,,
16946,ef9c446e-1be0-415a-841d-8e492403ed24,,,,,,Don't Know,,,
16947,efa3b8b1-9281-4272-984e-cc74a89ba62e,,,,,,Medicaid or CHIP,,,
16948,efa6e801-c7ad-4cc3-b098-607f3a4d7c79,,,,,,Private (through parent/caregiver),,,
16949,efa7807e-2902-4306-84e8-d075db586be2,,,,,,None,,,
16950,efa79a4d-af87-4f88-b2ca-36b5e586efd2,,,,,,Private (through parent/caregiver),,,
16951,efaada68-e4f0-43de-a38b-d5ea9ffdee14,,,,,,Private (through parent/caregiver),,,
16952,efadaedc-bd50-4af6-b695-49dc099b0e9e,,,,,,,,,
16953,efae6350-e124-4d7a-9cc1-bb7e7929a018,,,,,,Medicaid or CHIP,,,
16954,efb0a290-8cc3-4667-bd9b-541d8628f9f6,,,,,,Private (through parent/caregiver),,,
16955,efb23993-5b23-4f6b-8305-ea4374ad0fb3,,,,,,Private (through parent/caregiver),,,
16956,efb4363b-d231-46f8-bbb0-d6bc6de0fbab,,,,,,Private (through parent/caregiver),,,
16957,efb51355-326d-4810-a637-05ba6f0c25dc,,,,,,Private (through parent/caregiver),,,
16958,efb61b4b-0c7f-4f78-b292-e1f395323214,,,,,,Medicaid or CHIP,,,
16959,efb8e392-e69f-4da7-b86e-b1a5e9c8ed18,,,,,,Private (through parent/caregiver),,,
16960,efc12f5f-106a-4002-8f25-ca71ed1f5ec7,,,,,,Private (through parent/caregiver),,,
16961,efc7068f-682e-4797-87e8-05641600e9ca,,,,,,Medicaid or CHIP,,,
16962,efc8ef4f-e5ab-4e08-aa74-985a9baa6b6f,,,,,,,,,
16963,efcd34ed-8725-4fbc-8a94-11cd8abc4e61,,,,,,Medicaid or CHIP,,,
16964,efce65d2-5c33-49d6-94ee-fa86eea90676,,,,,,Private (through parent/caregiver),,,
16965,efce9d9e-5191-4fa3-8848-7b2af47fd709,,,,,,Private (through parent/caregiver),,,
16966,efddc604-66d0-48c6-a6ac-c4b19b5dbad4,,,,,,,,,
16967,efe15baf-050f-4dc6-ac10-465934d4399c,,,,,,Medicaid or CHIP,,,
16968,efe1cfe4-d671-4e76-b583-19f23e939ad1,,,,,,Private (through parent/caregiver),,,
16969,efe3974b-d4c6-4706-939e-e24392e72121,,,,,,Medicaid or CHIP,,,
16970,efe7eee7-e3d0-4a6a-8d4f-a1a8e56fef2b,,,,,,Private (through parent/caregiver),,,
16971,efeac81e-dfaf-430e-9047-80fdea2c9c45,,,,,,,,,
16972,efec35eb-95b8-4775-9593-d242ac62f8b6,,,,,,Private (through parent/caregiver),,,
16973,efec3d06-677b-400f-ab8d-3190674ebd17,,,,,,Medicaid or CHIP,,,
16974,efec6244-09c9-4d8d-8d97-0a068fcb1719,,,,,,Private (through parent/caregiver),,,
16975,eff3f503-8f1c-4eaf-97d7-1e2f50562905,"$50,000 to $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),2,Employed full-time outside of the home,85.0
16976,eff6ae95-a01e-4516-9abb-38a6b7b7d744,,,,,,Medicaid or CHIP,,,
16977,f00a7031-aca8-4277-9f80-d7152eef8a33,,,,,,Medicaid or CHIP,,,
16978,f00a943a-5d5f-4b63-b5ae-1f8c07586ba2,,,,,,Private (through parent/caregiver),,,
16979,f00ffc46-c692-4642-960c-27d6c4f7aa87,,,,,,Private (through parent/caregiver),,,
16980,f01f825f-2ac5-48bf-b924-7b587cbf93e1,,,,,,Private (through parent/caregiver),,,
16981,f02001a0-7036-41c7-ad80-dd957c664ea0,,,,,,,,,
16982,f021658e-d292-407e-beb9-ea9f456af65f,,,,,,Private (through parent/caregiver),,,
16983,f021857a-03b8-4e8e-86c9-7781713d53d6,,,,,,Medicaid or CHIP,,,
16984,f0225b6e-c6de-43da-9212-3325b4393fcf,,,,,,Private (through parent/caregiver),,,
16985,f026e065-c8cf-4f2a-808e-f7cdc2c7754e,,,,,,Private (through parent/caregiver),,,
16986,f02b647f-7d08-4eaa-9177-6922a63aa316,,,,,,Medicaid or CHIP,,,
16987,f02bed36-be44-4bab-ba38-d2f38301c224,,,,,,,,,
16988,f02f9b33-712a-420f-a1c2-b0aa98a45f83,,,,,,,,,
16989,f0339978-7383-41f9-89fc-003b8955d8eb,,,,,,Private (through parent/caregiver),,,
16990,f037a5af-bb19-413b-94cb-6139c4ee9ff9,,,,,,Private (through parent/caregiver),,,
16991,f0399796-bb3c-4c10-a374-7d8584688aac,,,,,,Private (through parent/caregiver),,,
16992,f03a0b9a-6419-4ca5-910b-ea577c53ec7b,,,,,,Medicaid or CHIP,,,
16993,f03b0ad8-94a0-4605-a2fd-e79dfae0c952,,,,,,,,,
16994,f03d0b9d-6544-4153-8a87-07e63d78dec0,,,,,,Private (through parent/caregiver),,,
16995,f03d8c58-ea1b-44ac-85a4-60da8c58fe92,,,,,,Private (through parent/caregiver),,,
16996,f03e48c0-aa4e-4990-8108-a330b8cb3423,,,,,,Private (through parent/caregiver),,,
16997,f046130b-46c0-4946-b359-17abda483ea0,,,,,,Medicaid or CHIP,,,
16998,f0473f98-6735-4e48-9c7b-5a2171c340e1,,,,,,Medicaid or CHIP,,,
16999,f04b743a-26af-4a0f-b936-953e1c26a855,,,,,,,,,
17000,f0512fe7-68e6-47f6-89c4-4612c70a62d0,,,,,,Private (through parent/caregiver),,,
17001,f0570422-c6f9-423f-a013-ee26c2fe7e46,,,,,,Private (through parent/caregiver),,,
17002,f060d766-ae22-4f26-aa1b-5d98071ba286,,,,,,Medicaid or CHIP,,,
17003,f06a2b16-824f-4559-b18c-b8512e4972e8,,,,,,Private (through parent/caregiver),,,
17004,f06af713-8fc1-4ca6-b92a-e151ba1c9b8a,,,,,,Medicaid or CHIP,,,
17005,f06b0daa-ab7a-46ed-8bdf-8ae608486304,,,,,,Private (through parent/caregiver),,,
17006,f06cd667-674a-4c12-93c4-adec89bca34b,,,,,,Medicaid or CHIP,,,
17007,f072a26c-7c8e-49b5-a97a-2c375b323248,,,,,,,,,
17008,f0783f54-fd76-42e7-a0b5-a773b345e7c7,,,,,,Private (through parent/caregiver),,,
17009,f07ba45b-3ede-45f8-8726-ec9054c6ddc2,,,,,,Private (through parent/caregiver),,,
17010,f07e9eeb-19be-4827-be86-00b856a84175,,,,,,Medicaid or CHIP,,,
17011,f07fc372-750f-48ed-8973-870dfb7693cb,,,,,,None,,,
17012,f0802838-4d5e-4ccd-8409-c3f04946dd88,,,,,,Don't Know,,,
17013,f0810ff7-7f6b-402f-bef3-30eda0bb619f,,,,,,,,,
17014,f08a45cb-c246-47f7-b822-f8f473ae8162,,,,,,Private (through parent/caregiver),,,
17015,f08cb302-faa6-485c-b7ed-808296552fc8,,,,,,Medicaid or CHIP,,,
17016,f08ebdc4-2257-4c71-9575-cd65e74bafca,,,,,,Private (through parent/caregiver),,,
17017,f08f8268-3e0e-4c43-9ba2-5d964caef71a,,,,,,Private (through parent/caregiver),,,
17018,f0923b72-939a-433c-9d09-68f24110845b,,,,,,Private (through parent/caregiver),,,
17019,f09356ac-66bf-4ee1-a3fe-40866c149755,,,,,,Private (through parent/caregiver),,,
17020,f096c080-1b8d-4788-b80c-3dfee893316f,,,,,,Medicaid or CHIP,,,
17021,f09c6b26-e7ef-49f5-94f7-e979330a8d41,,,,,,,,,
17022,f09eb9fa-0b32-4ced-9bac-8983918a8a60,,,,,,Medicaid or CHIP,,,
17023,f09f8606-18cd-4f05-aa74-1c639331f9d4,,,,,,Medicaid or CHIP,,,
17024,f09fab91-03be-430e-a47a-f3d45578a39d,,,,,,Medicaid or CHIP,,,
17025,f09fffbc-402e-4dfd-b4c2-0720aca87ea7,,,,,,,,,
17026,f0a04d36-7c5c-4cd5-8062-8e620967c454,,,,,,Private (through parent/caregiver),,,
17027,f0a2fdff-caf4-4661-8f70-a0d4794ae06a,,,,,,,,,
17028,f0aa029c-96fb-47e9-ad93-d20646d7f27b,,,,,,Medicaid or CHIP,,,
17029,f0ab53dc-824e-414c-99d1-9c90a6b56569,,,,,,Private (through parent/caregiver),,,
17030,f0ab8f6f-89c7-4d35-b635-c72208903fd2,,,,,,Private (through parent/caregiver),,,
17031,f0ae3e8f-4f9f-49f9-85e7-2b66d029bfac,,,,,,,,,
17032,f0b13a72-c744-4d2b-8382-846e6a847876,,,,,,Private (through parent/caregiver),,,
17033,f0bf3590-4936-4e67-b4ef-e9e74afccb59,,,,,,Don't Know,,,
17034,f0ccaa3f-8611-4140-900a-e66d16a06346,,,,,,Private (through parent/caregiver),,,
17035,f0ccbf19-b8fc-486b-8da2-df353894048b,,,,,,Private (through parent/caregiver),,,
17036,f0cfc0b8-2f5f-41a8-9085-db26fca88364,,,,,,Medicaid or CHIP,,,
17037,f0d10e39-9e8f-4102-8de6-6016b2ca6069,,,,,,Medicaid or CHIP,,,
17038,f0d219ec-ee0f-418d-bf19-5164fd545441,,,,,,Medicaid or CHIP,,,
17039,f0da6279-5941-421c-b703-b1d395cec4d2,,,,,,Private (through parent/caregiver),,,
17040,f0e7cb2b-45bf-4135-b5c5-cfe51330938f,,,,,,,,,
17041,f0ef28b3-8527-4248-9d2a-74fd03ad07bf,,,,,,,,,
17042,f0f1f81a-7ea5-4b26-b8f0-5aa1d2ca75a3,,,,,,Private (through parent/caregiver),,,
17043,f0f4f6a5-5abf-4790-99f3-5665da2cf4b7,,,,,,Private (through parent/caregiver),,,
17044,f0f79711-141c-47d9-afdc-12db3dd95c19,,,,,,Medicaid or CHIP,,,
17045,f10074f7-9f26-4e98-a6f8-45c8167fe608,,,,,,Medicaid or CHIP,,,
17046,f1049c14-ca2a-4542-9a9d-c9183b3ae00c,,,,,,Private (through parent/caregiver),,,
17047,f106ce16-ce26-4fb8-b408-37555869786d,,,,,,Private (through parent/caregiver),,,
17048,f10885ad-b006-4ac0-9185-a21db1dccbf1,,,,,,,,,
17049,f1109d2e-0d78-4175-a3fa-b7d26bd0f053,,,,,,Private (through parent/caregiver),,,
17050,f1169a8b-5ed0-4f79-a93f-2dae9e189bc5,,,,,,Private (through parent/caregiver),,,
17051,f1186f29-029c-472d-8de2-123b619c89eb,,,,,,Private (through parent/caregiver),,,
17052,f11ffa2f-7a61-4736-87db-73e7553c6e4e,,,,,,Private (through parent/caregiver),,,
17053,f1232951-8414-426c-ad1c-0683a35a9702,,,,,,,,,
17054,f1252e69-b94e-4f2d-a76c-f22ff7d14b61,,,,,,Private (through parent/caregiver),,,
17055,f12dcec9-7a6c-4d02-8c02-712d7961d9d4,,,,,,Private (through parent/caregiver),,,
17056,f13175e2-7bea-418c-ae3e-7aaabd6c2c94,,,,,,,,,
17057,f13a8418-cf57-47cf-9469-1520aa858aa9,"Over $75,000",Yes,No,,Yes,Private (through parent/caregiver),1,Full-time homemaker,70.0
17058,f13b622b-111d-4fa0-a1a2-fb00f9ab3f1b,,,,,,Private (through parent/caregiver),,,
17059,f1439360-3768-4276-9a05-7d01a1a72115,"Under $50,000",Yes,No,,Yes,Medicaid or CHIP,1,Employed part-time outside of the home,
17060,f149b2bd-549d-4446-9ff8-85d8cb80b2bc,,,,,,Medicaid or CHIP,,,
17061,f14c3bf6-854c-4ed7-a1d1-f7bed90159c8,,,,,,Private (through parent/caregiver),,,
17062,f14c8444-b84a-48e8-a7f4-4193a7584895,,,,,,Medicaid or CHIP,,,
17063,f1519e5a-9ec8-4ac1-9eb6-fb3b0e89c2df,,,,,,,,,
17064,f151a0c3-3e66-4b14-9218-3ca14670c5dd,,,,,,Medicaid or CHIP,,,
17065,f1523852-71a8-49ad-bc33-f93a06ce2b6d,,,,,,,,,
17066,f154fa50-ad09-48d8-b751-620f5c9f2dae,,,,,,None,,,
17067,f15a43c7-bbf5-4f30-b18c-0664557b0022,,,,,,Private (through parent/caregiver),,,
17068,f15a54c8-0353-451e-8138-38e67b5c5480,,,,,,Private (through parent/caregiver),,,
17069,f16043a9-bef5-4b5c-be1b-156986aaeb40,,,,,,Private (through parent/caregiver),,,
17070,f163c2d1-6efc-416d-8485-b66b6106bff2,,,,,,Private (through parent/caregiver),,,
17071,f164306e-64d1-4217-aff4-32eef9ae1b3f,,,,,,,,,
17072,f16b4601-248d-4281-8cba-061887aefc27,,,,,,Private (through parent/caregiver),,,
17073,f171e533-7268-4785-a4aa-83a691ea3eb7,,,,,,,,,
17074,f18033d3-2bba-4a55-8e0e-256a38999c35,,,,,,Private (through parent/caregiver),,,
17075,f1841e72-676e-48b6-83d5-341c3702671b,,,,,,Medicaid or CHIP,,,
17076,f185d85a-9d8f-4425-999c-56e6b21f734a,,,,,,Medicaid or CHIP,,,
17077,f18ad032-65dd-4345-95c5-42ee745c6b06,,,,,,Medicaid or CHIP,,,
17078,f18fae71-d318-4b1f-8436-61238d17ff4c,,,,,,Private (through parent/caregiver),,,
17079,f19377d6-6f6b-44b2-8d90-c14636e9c724,,,,,,Private (through parent/caregiver),,,
17080,f1949e37-7e15-4c4a-84e8-e1ca576eff0e,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),2,Full-time homemaker,
17081,f19f2372-c946-44da-ad97-757a007ec6ab,,,,,,Private (through parent/caregiver),,,
17082,f1a4852e-df30-4894-9ad7-67220bf495ee,,,,,,,,,
17083,f1a85593-a330-48d2-a190-b2a2937d32e5,,,,,,Medicaid or CHIP,,,
17084,f1a8eac5-e480-4c26-ab73-1336fdd455b4,,,,,,Medicaid or CHIP,,,
17085,f1b28e1b-c99b-4ac7-84a0-4aafc0d4aadd,,,,,,Private (through parent/caregiver),,,
17086,f1b4a75d-20dd-49e2-ac7b-a04fd059d986,,,,,,Private (through parent/caregiver),,,
17087,f1b58dd1-d60c-4913-aade-30176d76d678,,,,,,Private (through parent/caregiver),,,
17088,f1bf9d36-3f50-4284-a160-4cd07e158ccd,,,,,,Private (through parent/caregiver),,,
17089,f1c0bad3-90df-4349-9172-63ede004eceb,,,,,,Medicaid or CHIP,,,
17090,f1c3baf4-f98d-4811-a499-a18a5622f78d,,,,,,Private (through parent/caregiver),,,
17091,f1c9e1d4-e3d1-4eef-a5d1-75086c1d5e54,,,,,,Private (through parent/caregiver),,,
17092,f1cc7965-e952-4c99-a74e-ac1ec0bc6c4e,,,,,,Medicaid or CHIP,,,
17093,f1cf68fe-b40b-4428-9e8e-1299bb3d5291,,,,,,Private (through parent/caregiver),,,
17094,f1d380a1-705f-4ef4-add7-00391405cc7a,,,,,,,,,
17095,f1d7b557-176f-4d86-871a-2de85a9c19a5,,,,,,,,,
17096,f1d8e44f-8381-454a-844e-ac0fcb84e7ec,,,,,,Private (through parent/caregiver),,,61.0
17097,f1dc1016-de0f-45e8-86aa-802017f6cac3,,,,,,Private (through parent/caregiver),,,
17098,f1e0be70-1d67-45c8-bd56-351aa4aeb2a5,,,,,,Private (through parent/caregiver),,,
17099,f1e15e16-0f91-43e8-8a0c-9bb422ef83b9,,,,,,,,,
17100,f1e753fe-8f11-4492-84a9-e4b39c54f9ab,,,,,,Medicaid or CHIP,,,
17101,f1e79139-4484-4609-ad5e-849bf23dc7f2,,,,,,Private (through parent/caregiver),,,
17102,f1f08413-4f27-40bf-9271-c37d70a4864f,,,,,,Private (through parent/caregiver),,,
17103,f1f47bed-7f77-446b-8936-1f71b33674c2,,,,,,Medicaid or CHIP,,,
17104,f1f6e752-9d91-41e5-9797-f7f5439144f7,,,,,,Medicaid or CHIP,,,
17105,f1fc4b51-63f6-440a-a0f8-c5a482dc6137,,,,,,Private (through parent/caregiver),,,
17106,f2001762-86e6-4dac-9eff-dc16d0fe979c,,,,,,Private (through parent/caregiver),,,
17107,f2051f1b-b580-49ce-ae37-1b580e16215d,,,,,,Private (through parent/caregiver),,,
17108,f2082ee3-a673-45e4-9d8d-9304e24f0356,,,,,,Private (through parent/caregiver),,,
17109,f209e0c4-6145-4bc1-b6f6-fbcc7fee047b,,,,,,Medicaid or CHIP,,,
17110,f2100183-0efa-431d-9438-5ffd7fe30b57,,,,,,Medicaid or CHIP,,,
17111,f212f631-4cf5-4cea-b712-977ac297e749,"Over $75,000",Yes,N/A,,Yes,Private (through parent/caregiver),2,Full-time homemaker,56.0
17112,f2173e2e-fe91-44c2-89a0-8bbd2caaeb93,,,,,,Private (through parent/caregiver),,,
17113,f218c900-3996-4e6d-9468-0a6a3e686b31,,,,,,,,,
17114,f21c0124-32aa-42e3-9e7d-f9f6cfb0868e,,,,,,Private (through parent/caregiver),,,
17115,f21e07ca-f862-40e4-966a-3162d0a33f31,,,,,,Private (through parent/caregiver),,,
17116,f220548a-5319-4eb0-ac10-d98ec8baf642,,,,,,Medicaid or CHIP,,,
17117,f2208a62-ba9b-4d9b-a51e-1efbde995866,,,,,,Private (through parent/caregiver),,,
17118,f222b807-a90f-42de-aab1-54e571f3c0c4,,,,,,Private (through parent/caregiver),,,
17119,f2242790-d03f-4ee3-a347-c721ad72daa0,,,,,,,,,
17120,f225be47-9d5d-485b-a783-df5fe03c2fbc,,,,,,Medicaid or CHIP,,,
17121,f226e29a-6a2a-467a-8ed1-eb776411b086,,,,,,Private (through parent/caregiver),,,
17122,f22869bb-82d6-40db-b68d-e8fdbeb168e0,,,,,,Private (through parent/caregiver),,,
17123,f22871fc-6418-4b55-beed-3747e964d3f5,,,,,,Private (through parent/caregiver),,,
17124,f2295f98-aaf0-47d1-9d03-689c43e086e2,,,,,,,,,
17125,f22eed3c-3b67-44bc-853b-dc713464060a,,,,,,Medicaid or CHIP,,,
17126,f22f4f81-3e4a-4656-b2c5-d9ab3b459e29,,,,,,Medicaid or CHIP,,,
17127,f23583ff-2e20-4a15-89fe-20aa87b02707,,,,,,Private (through parent/caregiver),,,
17128,f236038f-e88a-496a-81c3-6906f5e70752,,,,,,Medicaid or CHIP,,,
17129,f2362492-a26e-4fce-9667-be42fe4051e9,,,,,,Private (through parent/caregiver),,,
17130,f2363101-9d14-48d3-8ba3-456a8a4780e6,,,,,,Private (through parent/caregiver),,,
17131,f2395303-7ee5-49a3-b9bb-71d38cc1614c,,,,,,Medicaid or CHIP,,,
17132,f240a4d4-6033-4b1c-b3bd-91a763ed3c60,,,,,,,,,
17133,f243a9ef-e519-4beb-bfa4-857d265e1024,,,,,,,,,
17134,f24cb524-2eba-4d55-b2ec-1f0428a4a8f3,"Under $50,000",Yes,N/A,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,52.0
17135,f24eb7bc-ec45-4f62-b689-b8d5e4e491d0,,,,,,,,,
17136,f24ebf3b-1af7-45fb-954b-9da871e8fbcb,,,,,,Private (through parent/caregiver),,,
17137,f2503d6c-0af7-4b25-b5af-a77494162206,,,,,,Private (through parent/caregiver),,,
17138,f253874b-9ffd-42c3-86e3-bb9177f19fdf,,,,,,Private (through parent/caregiver),,,
17139,f258e2e9-b7b9-4386-8807-285b7076df7e,,,,,,Medicaid or CHIP,,,
17140,f25c2d3e-20fb-491d-b679-82b88486bc96,,,,,,,,,
17141,f25e1522-14a2-4351-bd4b-59de88dec6b5,,,,,,Private (through parent/caregiver),,,
17142,f25f7fc3-3275-408f-8cfb-8fa85d6f50ed,"Under $50,000",Yes,No,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,65.0
17143,f2618494-4d5e-4dd4-aa4e-260ca3949437,,,,,,Private (through parent/caregiver),,,
17144,f266adcb-6aaa-4ebd-8398-a8eb883671f4,,,,,,Private (through parent/caregiver),,,78.0
17145,f2677d07-78af-4ac3-9756-3dab4a3fe170,,,,,,Medicaid or CHIP,,,
17146,f26ce511-e349-4d57-b977-6c9774f21768,,,,,,,,,
17147,f26d299e-9a67-474e-8d81-7e0b448985d8,,,,,,Medicaid or CHIP,,,81.0
17148,f26d5023-b671-4e41-b4d3-3d1bf32fee58,,,,,,Private (through parent/caregiver),,,
17149,f272849a-7b65-4576-9274-ada6b7f781c0,,,,,,,,,
17150,f273e90f-233a-4afd-9435-a7c80fb6228f,,,,,,,,,
17151,f274429e-209a-484b-8c0a-3c658ac87cd7,,,,,,Private (through parent/caregiver),,,
17152,f27481d7-95d2-459d-82ce-404a0f6b7dba,,,,,,Medicaid or CHIP,,,
17153,f2751603-0be0-4cfa-af1e-b101f1a3b7dd,,,,,,Private (through parent/caregiver),,,
17154,f2808b3c-7bc2-41b1-9645-2850671fd0c1,,,,,,,,,
17155,f285e5db-6c94-4eeb-9e3e-b64ca83dd007,,,,,,Medicaid or CHIP,,,
17156,f2894f0d-5b1e-45af-abe1-b0684159c484,,,,,,Medicaid or CHIP,,,
17157,f28f7efb-0c1a-4ff8-8f65-d7915b67e32d,,,,,,None,,,
17158,f2927a76-dcbc-495e-a73e-58ee6b62cde5,,,,,,,,,
17159,f292b241-12ac-44ed-9587-5fc94ecefb1b,,,,,,Medicaid or CHIP,,,
17160,f29434a3-b594-4c07-af39-a23b45f7f2e3,,,,,,None,,,
17161,f297d786-9d33-41ce-bd1b-f987f78ed0fc,,,,,,Private (through parent/caregiver),,,
17162,f29c0385-9019-466f-b205-aa58ed778f45,,,,,,Medicaid or CHIP,,,
17163,f29cf5c1-233d-4ea7-88a3-d3bc5e2bd41b,,,,,,,,,
17164,f2a117b5-2ba8-44d0-9eb9-1c5643b0972d,,,,,,Private (through parent/caregiver),,,
17165,f2a6fe23-93e3-4710-bf0e-c0ec6da50a88,"Over $75,000",Yes,Yes,,Yes,Private (through parent/caregiver),1,Employed full-time outside of the home,
17166,f2b2b33f-0986-4403-bca5-b4b183c9fd5c,,,,,,Medicaid or CHIP,,,
17167,f2b463d0-8cbe-44ad-9266-4b9776d97226,,,,,,Medicaid or CHIP,,,
17168,f2b71695-8754-4349-af04-b8cec3665ff5,,,,,,Private (through parent/caregiver),,,
17169,f2ba4c0c-6451-4bf8-9157-85eb6b1c10b5,,,,,,Private (through parent/caregiver),,,
17170,f2be49f4-a29a-4c8f-b903-cbd69ac7825a,,,,,,None,,,
17171,f2c36e8c-f852-4b3d-a945-5db94535ddbd,,,,,,,,,
17172,f2ca08be-98f8-45d6-9457-5c827db761cb,,,,,,Private (through parent/caregiver),,,
17173,f2d1fd44-f9a3-46cf-933e-92150d3b3b02,,,,,,Private (through parent/caregiver),,,
17174,f2d32188-d385-444d-9e80-c2e411d02880,,,,,,Private (through parent/caregiver),,,
17175,f2d44097-ce57-4628-ad2b-4d0a657faee4,,,,,,Private (through parent/caregiver),,,
17176,f2d4d525-6678-45ef-8588-76fbf76f6558,,,,,,,,,
17177,f2dca39d-0c9f-48dc-ab5c-38c9369e122c,,,,,,Medicaid or CHIP,,,
17178,f2e251ef-4617-43c9-a48d-517df75ddd56,,,,,,None,,,
17179,f2e3a247-77ef-47cd-bc11-1545e71f10f1,,,,,,Private (through parent/caregiver),,,
17180,f2e533f1-8482-4561-8c23-f11ff91c00b1,,,,,,Don't Know,,,
17181,f2e99937-1d75-4a5a-90ff-cf43187532d5,,,,,,Private (through parent/caregiver),,,
17182,f2ee2af5-5456-4c86-8136-e02805c45a71,,,,,,,,,
17183,f2f30bf6-1772-4be7-aad2-247b218082e2,,,,,,Private (through parent/caregiver),,,
17184,f2f79be4-8b30-47f6-bd2a-9be1417bf815,,,,,,Private (through parent/caregiver),,,
17185,f2f85d95-28d7-48f0-b170-43651979f5b4,"$50,000 to $75,000",Yes,No,,Yes,Private (through parent/caregiver),2,Employed full-time outside of the home,
17186,f305a20d-d986-484b-851d-c31734aa3bdb,,,,,,Private (through parent/caregiver),,,
17187,f3075424-6f39-420e-b6eb-a77ba1aba93d,,,,,,Medicaid or CHIP,,,
17188,f3085d7e-ad32-40dc-ae42-8340029a6756,,,,,,Private (through parent/caregiver),,,
17189,f30bb6e2-9128-49e7-a894-aaa9c3936339,,,,,,Private (through parent/caregiver),,,
17190,f31146c0-3651-4e42-b360-a730b3aec89e,,,,,,Private (through parent/caregiver),,,
17191,f31370bd-e09f-41ba-8023-190086534d87,,,,,,Private (through parent/caregiver),,,
17192,f316f2fb-350e-4005-a7cb-2f3be73f2775,"Over $75,000",Yes,No,,No,Private (through parent/caregiver),1,Employed full-time outside of the home,80.0
17193,f319e95e-8729-4203-8580-4ced7aa8b1c8,,,,,,Medicaid or CHIP,,,
